id,rle_mask
d18e1a3ffe,3031 4 3132 19 3233 22 3334 25 3435 29 3536 40 3637 45 3738 47 3839 48 3940 49 4041 49 4142 49 4243 49 4344 49 4445 48 4546 47 4647 46 4748 45 4849 44 4950 43 5051 42 5152 41 5253 40 5354 39 5455 38 5556 37 5657 35 5758 34 5859 32 5960 31 6061 30 6162 30 6263 29 6364 28 6465 27 6566 27 6667 26 6768 25 6869 25 6970 25 7071 24 7172 24 7273 24 7374 24 7475 24 7576 24 7677 24 7778 24 7879 25 7980 24 8081 24 8182 24 8283 23 8384 23 8485 22 8586 22 8687 21 8788 21 8889 21 8990 21 9091 21 9192 21 9293 21 9394 22 9495 24 9596 24 9697 24 9798 23 9899 20 10000 18 10101 17
d1917291dc,31 71 131 72 231 73 331 74 430 76 530 77 629 79 729 80 828 82 928 83 1027 85 1127 86 1226 88 1325 90 1423 93 1521 96 1618 3433 5055 97 5161 92 5264 90 5367 88 5471 85 5574 83 5677 81 5780 79 5883 77 5985 76 6087 75 6189 74 6291 73 6393 72 6495 71 6597 70 6698 70 6800 69 6902 68 7003 68 7105 67 7207 66 7309 65 7410 65 7512 64 7614 63 7715 63 7817 62 7918 62 8020 61 8121 61 8223 60 8325 59 8427 58 8528 58 8630 57 8732 56 8833 56 8934 56 9035 56 9136 56 9236 57 9337 57 9437 58 9538 58 9638 59 9739 59 9839 60 9938 62 10038 63 10138 64
d19c8929dd,1 85 102 87 203 90 304 92 405 95 506 97 607 100 708 9494
d1a15c65a2,4545 1 4641 6 4740 8 4838 11 4937 13 5035 16 5132 20 5228 25 5324 30 5420 35 5515 41 5611 46 5709 49 5806 53 5905 55 6004 57 6104 58 6204 59 6304 60 6405 60 6505 61 6604 63 6702 66 6802 67 6900 70 6997 74 7090 82 7188 85 7287 87 7386 89 7484 92 7582 95 7679 2523
d1a34003b1,
d1a7ba274d,1 78 102 78 203 78 304 78 405 78 506 78 607 78 708 78 809 78 910 79 1011 79 1112 79 1213 79 1314 80 1415 80 1516 80 1617 80 1718 80 1819 80 1920 80 2021 81 2122 81 2223 81 2324 81 2425 81 2526 81 2627 82 2728 82 2829 82 2930 82 3031 83 3132 83 3233 83 3334 83 3435 83 3536 83 3637 84 3738 84 3839 84 3940 85 4041 85 4142 85 4243 86 4344 86 4445 86 4546 87 4647 87 4748 88 4849 88 4950 89 5051 90 5152 90 5253 91 5354 91 5455 92 5556 92 5657 92 5758 93 5859 93 5960 94 6061 94 6162 94 6263 95 6364 95 6465 95 6566 96 6667 96 6768 97 6869 97 6970 97 7071 98 7172 98 7273 99 7374 100 7475 2727
d1a903690d,96 6 197 6 299 5 401 4 502 4 604 3 706 2 808 1
d1ab12608e,504 2 604 3 701 7 801 8 900 10 999 12 1097 15 1195 18 1294 20 1393 22 1493 23 1594 23 1694 24 1794 25 1894 26 1994 27 2095 27 2196 27 2297 27 2398 27 2498 28 2599 28 2699 29 2800 29 2900 30 3001 30 3102 30 3202 31 3302 32 3403 32 3503 33 3604 33 3704 34 3805 34 3906 34 4008 33 4109 33 4210 33 4311 33 4412 33 4513 33 4614 33 4715 33 4816 33 4917 33 5018 33 5119 33 5219 34 5320 34 5421 34 5522 34 5623 34 5724 34 5825 34 5927 33 6028 33 6130 32 6233 30 6335 29 6437 28 6539 27 6641 26 6742 26 6843 26 6944 26 7045 26 7146 26 7247 26 7347 27 7448 27 7549 27 7650 27 7752 26 7853 26 7955 25 8056 25 8158 24 8259 24 8361 23 8462 23 8563 23 8665 22 8767 21 8869 20 8971 19 9073 18 9175 17 9276 17 9378 16 9479 16 9581 15 9682 15 9783 15 9885 14 9986 14 10088 13 10189 13
d1ac97d3ec,
d1adf6a8d8,95 7 195 8 294 10 392 13 490 16 587 20 680 28 774 35 864 46 946 65 1035 77 1117 6156 7276 98 7378 97 7481 95 7584 93 7686 92 7789 90 7891 89 7993 88 8096 86 8198 85 8300 84 8402 83 8504 82 8606 81 8707 81 8809 80 8911 79 9014 77 9116 76 9218 75 9321 73 9424 71 9526 70 9628 69 9730 68 9831 68 9931 69 10032 69 10133 69
d1aedb7466,26 18 128 17 230 17 332 17 434 18 535 19 637 20 739 21 840 22 942 22 1043 22 1144 22 1245 22 1346 23 1447 23 1547 24 1648 24 1748 25 1848 26 1948 28 2049 28 2150 29 2251 30 2352 31 2453 32 2554 34 2655 35 2756 37 2857 38 2957 41 3057 43 3156 46 3254 49 3352 53 3451 56 3549 60 3648 62 3747 65 3847 65 3947 66 4047 66 4147 66 4247 66 4346 67 4445 69 4546 68 4647 68 4748 68 4849 69 4950 69 5051 69 5152 69 5253 69 5354 68 5455 67 5556 66 5657 63 5758 61 5859 58 5960 56 6061 54 6162 53 6263 52 6364 51 6465 51 6566 51 6667 51 6768 51 6869 51 6970 51 7071 51 7172 52 7273 52 7374 53 7475 54 7576 54 7677 54 7778 55 7879 55 7980 55 8081 56 8182 57 8283 57 8384 58 8485 60 8586 60 8687 61 8788 60 8889 60 8990 57 9091 53 9192 50 9293 46 9394 43 9495 41 9596 39 9697 37 9798 36 9899 35 10000 34 10101 33
d1b150a0d0,1 8282 8284 100 8388 97 8492 94 8596 91 8698 90 8803 17 8823 66 8912 4 8930 17 8951 39 9035 14 9056 35 9140 11 9160 32 9265 1 9269 24 9373 7 9385 9
1aef19ae12,
1af68faa92,1 7171 7174 99 7277 97 7382 93 7488 88 7596 81 7699 79 7802 77 7905 75 8007 74 8110 72 8212 71 8314 70 8417 68 8520 66 8623 64 8726 62 8829 60 8933 57 9036 55 9140 52 9242 51 9345 49 9449 46 9552 44 9656 41 9760 38 9863 36 9966 34 10069 32 10172 30
1af8728ece,1 2726 2728 98 2829 96 2930 94 3031 92 3132 91 3233 89 3334 88 3435 86 3536 83 3637 80 3738 77 3839 75 3940 73 4041 72 4142 70 4243 69 4344 67 4445 66 4546 64 4647 62 4748 59 4849 57 4950 55 5051 52 5152 49 5253 46 5354 43 5455 41 5556 38 5657 36 5758 34 5859 32 5960 29 6061 26 6162 23 6263 20 6364 18 6465 16 6566 15 6667 13 6768 10 6869 6 6970 2
1af88d781e,
1afb27f632,2020 1 2119 3 2218 5 2318 6 2417 8 2516 10 2616 11 2716 12 2815 14 2913 17 3011 20 3109 23 3207 26 3306 28 3405 30 3502 34 3600 37 3698 40 3797 42 3895 45 3993 48 4091 51 4189 54 4287 57 4386 59 4485 61 4583 64 4683 65 4782 67 4882 68 4982 69 5082 70 5182 71 5282 72 5383 72 5483 73 5584 73 5685 73 5786 73 5887 73 5988 73 6089 73 6190 73 6291 73 6393 72 6494 72 6595 72 6697 71 6798 71 6899 71 7001 70 7102 70 7203 70 7304 70 7405 70 7506 70 7607 70 7707 71 7808 71 7909 71 8009 72 8110 72 8210 73 8311 73 8411 74 8512 74 8612 75 8713 75 8813 76 8914 76 9015 76 9115 77 9216 77 9317 77 9417 78 9518 78 9619 78 9720 78 9821 78 9921 79 10022 79 10123 79
1afb60e200,
1b01a457d9,1 602 607 84 708 77 809 64 910 56 1011 48 1112 43 1213 40 1314 38 1415 37 1516 37 1617 37 1718 37 1819 37 1920 37 2021 36 2122 35 2223 34 2324 34 2425 33 2526 33 2627 33 2728 34 2829 35 2930 36 3031 36 3132 37 3233 37 3334 37 3435 38 3536 38 3637 38 3738 38 3839 39 3940 39 4041 39 4142 38 4243 38 4344 38 4445 39 4546 39 4647 39 4748 39 4849 39 4950 39 5051 39 5152 39 5253 39 5354 39 5455 39 5556 38 5657 38 5758 39 5859 39 5960 39 6061 39 6162 38 6263 38 6364 36 6465 34 6566 33 6667 31 6768 30 6869 27 6970 24 7071 22 7172 20 7273 19 7374 17 7475 16 7576 15 7677 15 7778 14 7879 14 7980 14 8081 13 8182 11 8283 9 8384 6 8485 1
1b0dc93eec,6970 2 7071 3 7172 5 7273 6 7374 8 7475 10 7576 11 7677 13 7778 14 7879 16 7980 18 8081 19 8182 21 8283 23 8384 25 8485 26 8586 27 8687 28 8788 29 8889 30 8990 31 9091 32 9192 33 9293 34 9394 34 9495 35 9596 35 9697 36 9798 37 9899 37 10000 38 10101 38
1b0eec121b,
1b0ff56708,
1b1783a2a8,1 3755 3760 79 3842 14 3863 16 3881 59 3946 11 3967 11 3989 52 4051 7 4069 1 4092 50 4155 5 4194 49 4259 2 4297 47 4400 45 4506 40 4610 37 4724 24 4830 11 4934 4
1b1bf5bd6b,1 9696 9700 98 9807 92 9913 87 10015 86 10118 84
1b1f719ff8,92 10 193 10 294 10 396 9 497 9 598 9 698 10 799 10 900 10 1002 9 1103 9 1204 9 1306 8 1407 8 1508 8 1609 8 1710 8 1811 8 1911 9 2012 9 2112 10 2212 11 2313 11 2413 12 2513 13 2613 14 2712 16 2812 17 2911 19 3010 21 3108 24 3207 26 3306 28 3405 30 3503 33 3602 35 3701 37 3800 39 3900 40 3999 42 4099 43 4198 45 4298 46 4397 48 4497 49 4597 50 4697 51 4797 52 4897 53 4997 54 5098 54 5198 55 5298 56 5399 56 5499 57 5600 57 5701 57 5801 58 5902 58 6003 58 6105 57 6207 56 6308 56 6410 55 6512 54 6614 53 6717 51 6819 50 6922 48 7025 46 7129 43 7232 41 7336 38 7440 35 7544 32 7647 30 7751 27 7856 23 7960 20 8063 18 8166 16 8268 15 8370 14 8472 13 8574 12 8676 11 8778 10 8883 3
1b203471b7,14 88 115 88 215 89 315 90 414 92 514 93 613 95 713 96 813 97 913 98 1012 9190
1b279deb93,
1b29749de6,9270 5 9369 10 9469 13 9569 16 9670 18 9770 21 9870 24 9971 26 10072 28 10172 30
1b2a33253f,1 3331 3334 94 3435 90 3536 86 3637 83 3738 79 3839 76 3940 74 4041 73 4142 71 4243 70 4344 69 4445 67 4546 66 4647 65 4748 64 4849 63 4950 62 5051 61 5152 60 5253 60 5354 60 5455 60 5556 60 5657 60 5758 60 5859 61 5960 61 6061 62 6162 62 6263 63 6364 63 6465 63 6566 62 6667 60 6768 57 6869 55 6970 53 7071 51 7172 50 7273 49 7374 48 7475 48 7576 48 7677 48 7778 48 7879 48 7980 48 8081 48 8182 47 8283 47 8384 47 8485 47 8586 47 8687 46 8788 46 8889 46 8990 47 9091 47 9192 48 9293 48 9394 49 9495 49 9596 49 9697 49 9798 49 9899 49 10000 49 10101 49
1b2bc9e64c,1 10201
1b2c24dfdb,
1b2fa5d4f5,7109 12 7204 26 7284 51 7374 64 7475 64 7576 64 7677 64 7778 64 7879 63 7980 62 8081 59 8182 56 8283 53 8383 52 8483 51 8584 49 8684 47 8775 5 8784 46 8870 59 8961 67 9060 67 9160 66 9260 66 9361 64 9461 63 9561 61 9658 62 9753 66 9853 66 9954 65 10052 67 10151 51
1b313539f1,
ad56da0d75,
ad58a834a8,8788 1 8889 3 8990 6 9091 9 9192 13 9293 16 9394 18 9495 20 9596 22 9697 23 9798 25 9899 27 10000 29 10101 30
ad5d638041,
ad61fd92b2,
ad6283c993,
ad642c2161,37 65 138 65 238 66 338 67 438 68 539 68 639 69 740 69 840 70 940 71 1040 72 1140 73 1241 73 1342 73 1443 73 1544 73 1644 74 1745 74 1846 74 1946 75 2047 75 2147 76 2248 76 2348 77 2449 77 2549 78 2649 79 2750 79 2850 80 2950 81 3051 81 3151 82 3251 83 3351 84 3451 85 3552 85 3653 85 3754 85 3855 85 3955 86 4056 86 4156 87 4256 88 4357 88 4457 89 4557 90 4658 90 4759 90 4860 90 4962 89 5063 89 5164 89 5265 89 5365 90 5466 90 5567 90 5668 90 5769 90 5869 91 5970 91 6071 91 6172 91 6273 91 6375 90 6476 90 6577 90 6678 90 6779 90 6880 90 6981 90 7082 90 7183 90 7284 90 7384 91 7485 91 7586 91 7686 92 7787 92 7888 92 7989 92 8089 93 8190 93 8290 94 8391 94 8491 95 8592 95 8692 96 8792 97 8893 97 8993 98 9094 98 9194 99 9294 504 9799 100 9900 100 10002 99 10103 99
ad653a0343,70 32 172 31 274 30 376 29 478 28 581 26 684 24 786 23 889 21 991 20 1093 19 1195 18 1298 16 1401 14 1506 10 1609 8 1712 6 1815 4 1919 1
ad65f9f2c8,
ad68e3b559,55 47 156 47 258 46 360 45 464 42 567 40 670 38 773 36 875 35 978 33 1079 33 1181 32 1283 31 1384 31 1485 31 1586 31 1687 31 1788 31 1888 32 1988 33 2089 33 2189 34 2289 35 2389 36 2489 37 2589 38 2688 40 2788 41 2888 42 2988 43 3089 43 3190 43 3291 43 3393 42 3494 42 3596 41 3697 41 3798 41 3898 42 3998 43 4099 43 4199 44 4300 44 4401 44 4502 44 4603 44 4703 45 4803 46 4903 47 5002 49 5101 51 5201 52 5301 53 5401 54 5501 55 5600 57 5699 59 5797 62 5897 63 5997 64 6098 64 6199 64 6299 65 6400 65 6501 65 6602 65 6703 65 6804 65 6905 65 7007 64 7108 64 7210 63 7311 63 7413 62 7515 61 7617 60 7719 59 7821 58 7924 56 8027 54 8130 52 8233 50 8336 48 8439 46 8541 45 8644 43 8745 43 8847 42 8949 41 9051 40 9152 40 9254 39 9356 38 9457 38 9558 38 9659 38 9760 38 9862 37 9963 37 10064 37 10165 37
ad6a8ffd03,26 76 127 76 229 75 330 75 432 74 534 72 636 69 738 66 840 64 943 61 1046 58 1148 55 1250 51 1352 47 1453 44 1555 41 1656 39 1757 38 1858 37 1959 37 2061 36 2162 35 2264 34 2366 33 2467 33 2568 33 2670 33 2771 33 2873 32 2975 32 3076 32 3177 32 3278 31 3379 31 3480 30 3581 29 3682 28 3784 25 3886 21 3988 18 4090 15 4195 5
ad7065c216,1 51 102 51 203 51 304 50 405 49 506 49 607 48 708 48 809 47 910 47 1011 46 1112 46 1213 46 1314 45 1415 45 1516 45 1617 45 1700 5 1718 45 1800 8 1819 45 1901 9 1920 45 2002 11 2021 45 2104 11 2122 46 2205 13 2223 46 2306 14 2324 47 2407 15 2425 47 2508 66 2610 66 2711 67 2813 66 2914 67 3016 67 3117 67 3219 67 3320 67 3422 67 3523 67 3624 67 3726 67 3827 68 3928 68 4029 69 4130 70 4231 71 4332 71 4433 72 4534 73 4634 74 4735 74 4835 76 4936 76 5036 78 5136 79 5237 79 5337 79 5438 79 5538 80 5639 80 5740 79 5840 80 5940 80 6041 79 6141 79 6241 80 6341 80 6441 81 6541 81 6641 82 6741 82 6840 84 6940 85 7040 85 7141 85 7242 84 7343 84 7444 83 7545 82 7646 82 7747 82 7848 81 7948 82 8049 82 8150 81 8250 82 8351 81 8451 82 8551 82 8651 83 8752 82 8852 83 8951 84 9051 85 9151 86 9251 86 9351 87 9452 86 9552 86 9652 87 9753 86 9854 85 9954 85 10055 85 10155 47
ad72eda039,
ad73449af3,50 52 152 51 254 50 356 49 458 48 561 46 663 45 765 44 867 43 969 42 1070 42 1172 41 1274 40 1375 40 1477 39 1579 38 1680 38 1782 37 1884 36 1985 36 2087 35 2189 34 2290 34 2391 34 2493 33 2594 33 2695 33 2796 33 2897 28 2998 26 3099 26 3199 27 3300 27 3400 29 3500 30 3600 31 3699 34 3798 36 3898 37 3998 38 4099 39 4199 40 4300 40 4400 40 4501 40 4600 42 4700 43 4800 44 4900 44 4999 46 5098 48 5197 49 5296 51 5395 53 5494 54 5593 56 5691 58 5790 60 5889 62 5987 64 6086 66 6184 69 6283 71 6382 72 6481 74 6579 77 6678 79 6776 81 6875 83 6973 86 7071 88 7172 88 7273 87 7374 87 7475 86 7576 86 7677 85 7778 85 7879 84 7980 83 8081 83 8182 82 8283 82 8384 81 8485 80 8586 80 8687 79 8788 78 8889 78 8990 77 9091 76 9192 76 9293 75 9394 74 9495 74 9596 73 9697 73 9798 72 9899 72 10000 71 10101 71
ad761e92d0,3534 1 3632 5 3732 6 3833 6 3933 7 4034 7 4135 7 4236 7 4338 6 4440 5 4541 5 4643 4 4743 5 4843 6 4943 7 5043 8 5143 9 5244 9 5345 9 5446 9 5548 8 5651 6 5753 5 5856 3 5959 1 6665 2 6765 3 6864 5 6964 6 7064 7 7164 8 7266 7 7368 6 7470 5 7573 3 7675 2 7777 1
ad7abb5e49,6660 7 6756 12 6854 15 6951 19 7048 23 7139 33 7235 40 7326 53 7422 62 7518 76 7612 1378 8995 96 9103 89 9213 80 9320 74 9428 51 9484 11 9552 9 9591 5
ad7ac7b47f,1 95 102 95 203 95 304 95 405 95 506 96 607 96 708 96 809 96 910 95 1011 95 1112 94 1213 93 1314 92 1415 91 1516 91 1617 90 1718 90 1819 90 1920 90 2021 90 2122 91 2223 91 2324 91 2425 90 2526 90 2627 89 2728 87 2829 85 2930 84 3031 83 3132 83 3233 83 3334 82 3435 81 3536 80 3637 78 3738 75 3839 73 3940 71 4041 70 4142 69 4243 68 4344 67 4445 64 4546 61 4647 56 4748 50 4849 44 4950 31 5051 27 5152 24
ad7d11a9ce,
02ff065ed6,
02ff55da9e,1 38 102 39 203 39 304 40 405 41 506 42 607 43 708 44 809 45 910 47 1011 49 1112 50 1213 52 1314 54 1415 56 1516 57 1617 60 1718 61 1819 63 1920 65 2021 66 2122 67 2223 68 2324 69 2425 69 2526 70 2627 71 2728 72 2829 73 2930 73 3031 74 3132 75 3233 75 3334 76 3435 76 3536 77 3637 77 3738 77 3839 77 3940 78 4041 78 4142 78 4243 78 4344 78 4445 77 4546 77 4647 76 4748 75 4849 75 4950 75 5051 74 5152 74 5253 73 5354 73 5455 72 5556 72 5657 71 5758 71 5859 70 5960 69 6061 69 6162 68 6263 68 6364 67 6465 66 6566 65 6667 64 6768 63 6869 62 6970 61 7071 61 7172 60 7273 59 7374 59 7475 58 7576 57 7677 57 7778 57 7879 56 7980 56 8081 56 8182 56 8283 55 8384 55 8485 55 8586 54 8687 54 8788 54 8889 54 8990 54 9091 53 9192 53 9293 53 9394 53 9495 53 9596 52 9697 52 9798 51 9899 51 10000 50 10101 50
0300ad09f3,
0304e028d9,
0310766b6c,
03138aebc4,22 80 123 80 224 80 325 80 427 79 528 79 630 78 731 78 833 77 934 77 1035 77 1137 76 1238 76 1339 76 1441 75 1542 75 1643 75 1744 75 1845 75 1946 75 2047 75 2148 75 2249 75 2350 75 2451 75 2551 76 2652 76 2753 76 2853 77 2954 77 3055 77 3155 78 3256 78 3356 79 3456 80 3556 81 3656 82 3756 83 3856 84 3956 85 4055 87 4155 88 4255 89 4355 90 4454 92 4554 93 4655 93 4755 94 4856 94 4955 96 5055 97 5155 98 5254 4948
031709c0fa,
031fc7e30d,
0320c3c633,
032177aab1,2004 17 2090 32 2178 45 2266 58 2361 64 2458 68 2549 78 2645 83 2739 7463
032535bbd8,1 56 102 55 203 55 304 54 405 53 506 52 607 50 708 48 809 46 910 44 1011 43 1112 41 1213 39 1314 38 1415 36 1516 34 1617 31 1718 28 1819 25 1920 22 2021 20 2122 17 2223 15 2324 13 2425 11 2526 9 2627 8 2728 7 2829 5 2930 5 3031 4 3132 3 3233 2
033029547c,1 5858 5866 94 5976 85 6088 74 6195 68 6301 63 6408 57 6517 49 6624 43 6729 39 6834 35 6945 25 7056 15 7163 9 7270 3
033bf5105e,9826 22 9870 10 9894 5 9903 299
033c0ecfb6,84 18 185 18 286 18 387 18 488 18 589 18 691 17 792 17 893 17 994 17 1095 17 1196 17 1297 17 1398 17 1499 17 1600 17 1701 17 1802 17 1903 17 2004 17 2105 17 2207 16 2308 16 2409 16 2510 16 2611 16 2712 16 2813 16 2915 15 3016 15 3117 15 3218 15 3318 16 3419 16 3520 16 3621 16 3722 16 3824 15 3925 15 4026 15 4127 15 4228 15 4329 15 4431 14 4531 15 4632 15 4733 15 4834 15 4934 16 5035 16 5136 16 5236 17 5337 17 5438 17 5538 18 5639 18 5740 18 5840 19 5941 19 6041 20 6142 20 6242 21 6343 21 6444 21 6544 22 6645 22 6746 22 6846 23 6947 23 7047 24 7148 24 7248 25 7349 25 7449 26 7549 27 7650 27 7750 28 7850 29 7950 30 8050 31 8150 32 8250 33 8350 34 8451 34 8552 34 8652 35 8753 35 8854 35 8955 35 9057 34 9158 34 9260 33 9361 33 9463 32 9564 32 9666 31 9768 30 9870 29 9971 29 10073 28 10174 28
034034d17a,
034210b100,
03422321bb,3435 7 3536 11 3637 15 3738 18 3839 21 3940 23 4041 25 4142 27 4243 29 4344 31 4445 34 4546 37 4647 39 4748 41 4849 44 4950 45 5051 47 5152 49 5253 50 5354 52 5455 53 5556 54 5657 56 5758 57 5859 58 5960 59 6061 60 6162 61 6263 63 6364 64 6465 65 6566 65 6667 66 6768 67 6869 68 6970 69 7071 70 7172 71 7273 71 7374 71 7475 71 7576 71 7677 71 7778 72 7879 72 7980 72 8081 72 8182 72 8283 73 8384 73 8485 73 8586 73 8687 73 8788 73 8889 73 8990 73 9091 73 9192 73 9293 73 9394 73 9495 73 9596 73 9697 73 9798 72 9899 72 10000 72 10101 72
034a84a1a9,
034aaba5a3,9391 3 9488 7 9585 11 9682 15 9779 19 9875 24 9972 28 10065 36 10155 47
034f55162e,
0350a9e3bd,
0352ae7ea3,
035922489b,3 99 105 98 207 97 310 95 412 94 514 93 616 92 718 91 820 90 922 89 1024 88 1127 86 1229 85 1330 85 1432 84 1534 83 1636 82 1739 80 1841 79 1943 78 2045 77 2147 76 2249 75 2351 74 2453 73 2555 72 2657 71 2759 70 2861 69 2963 68 3065 67 3167 66 3269 65 3371 64 3473 63 3575 62 3677 61 3779 60 3880 60 3982 59 4084 58 4185 58 4286 58 4388 57 4489 57 4591 56 4692 56 4794 55 4895 55 4997 54 5098 54 5200 53 5301 53 5403 52 5505 51 5606 51 5708 50 5809 50 5911 49 6012 49 6113 49 6215 48 6316 48 6417 48 6519 47 6620 47 6721 47 6823 46 6925 45 7027 44 7129 43 7232 41 7334 40 7436 39 7538 38 7640 37 7741 37 7842 37 7944 36 8045 36 8146 36 8248 35 8349 35 8451 34 8552 34 8654 19 8756 14 8859 9
035c07744f,
035d178826,2933 9 3031 27 3132 33 3233 47 3334 59 3435 64 3536 67 3637 69 3738 73 3839 85 3940 90 4037 4347 8385 100 8492 94 8597 90 8701 87 8804 85 8908 82 9011 80 9113 79 9216 77 9319 75 9421 74 9522 74 9624 73 9725 73 9827 72 9928 72 10029 72 10131 71
0360e6f681,
0366c64dd9,1826 5 1928 7 2029 9 2131 9 2233 10 2335 11 2438 11 2540 12 2642 13 2744 13 2847 13 2950 13 3054 12 3157 11 3260 11 3363 11 3465 11 3567 11 3669 11 3771 12 3873 13 3976 12 4079 11 4182 10 4285 10 4387 10 4490 9 4592 10 4694 10 4796 11 4898 11 5000 12 5102 12 5204 12 5306 12 5408 12 5510 12 5612 13 5715 12 5817 13 5920 12 6024 10 6127 9 6230 9 6332 10 6435 9 6537 9 6639 9 6741 10 6843 10 6945 10 7047 11 7148 12 7250 11 7352 11 7454 11 7556 10 7659 9 7761 8 7864 5 7967 2
03672c1b75,
03733663ac,
dd631e6569,
dd65de3b70,1909 11 2001 20 2092 30 2190 33 2289 35 2389 36 2488 38 2588 39 2688 40 2788 41 2888 42 2988 43 3088 44 3187 46 3287 47 3387 48 3487 49 3587 50 3686 52 3786 53 3886 54 3986 55 4086 56 4186 57 4286 58 4386 59 4486 60 4587 60 4687 61 4788 61 4888 62 4989 62 5090 62 5190 63 5291 63 5392 63 5492 64 5593 64 5694 64 5794 65 5895 65 5996 65 6097 65 6198 65 6299 65 6400 65 6501 65 6602 65 6703 65 6803 66 6904 66 7005 66 7106 66 7208 65 7309 65 7411 64 7512 64 7613 64 7715 63 7816 63 7918 62 8019 62 8121 61 8222 61 8324 60 8425 60 8527 59 8628 59 8729 59 8830 59 8931 59 9032 59 9133 59 9235 58 9336 58 9438 57 9539 57 9641 56 9743 55 9845 54 9946 54 10047 54 10148 54
dd65f1856b,43 59 145 58 246 58 348 57 451 55 553 54 656 52 761 48 864 46 966 45 1069 43 1171 42 1274 40 1376 39 1478 38 1580 37 1682 36 1784 35 1886 34 1989 32 2091 31 2195 28 2299 25 2404 21 2508 18 2612 15 2716 12 2819 10 2922 8 3025 6 3130 2
dd68a62c10,
dd691e392a,
dd6c3f08d9,63 39 164 39 265 39 368 37 471 35 574 33 678 30 783 26 887 23
dd6e39ee85,
dd75c9c653,9 61 110 61 210 61 310 62 410 63 509 64 609 65 708 67 809 67 910 67 1011 68 1112 68 1213 69 1314 69 1415 69 1516 70 1617 70 1718 70 1819 70 1920 70 2021 70 2122 70 2223 70 2324 70 2425 70 2526 70 2627 70 2728 70 2829 70 2930 70 3031 70 3132 69 3233 69 3334 69 3435 69 3536 69 3637 69 3738 69 3839 69 3940 68 4041 68 4142 68 4243 68 4344 68 4445 68 4546 68 4647 68 4748 68 4849 68 4950 68 5051 68 5152 69 5253 69 5354 69 5455 70 5556 70 5657 70 5758 70 5859 71 5960 71 6061 71 6162 71 6263 71 6364 71 6465 71 6566 71 6667 71 6768 71 6869 72 6970 72 7071 72 7172 72 7273 72 7374 72 7475 72 7576 72 7677 72 7778 72 7879 72 7980 72 8081 72 8182 72 8283 72 8384 72 8485 72 8586 72 8687 72 8788 72 8889 71 8990 71 9091 71 9192 71 9293 70 9394 70 9495 70 9596 69 9697 69 9798 69 9899 68 10000 68 10101 68
dd792321e8,1 19 102 18 203 18 304 18 405 17 506 17 607 17 708 16 809 16 910 16 1011 16 1112 16 1213 16 1314 17 1415 18 1516 20 1617 23 1718 25 1819 27 1920 28 2021 28 2122 28 2223 28 2324 27 2425 26 2526 25 2627 24 2728 24 2829 23 2930 22 3031 22 3132 21 3233 20 3334 19 3435 18 3536 17 3637 16 3738 14 3839 13 3940 13 4041 12 4142 12 4243 12 4344 12 4445 13 4546 13 4647 14 4748 14 4849 15 4950 16 5051 18 5152 19 5253 20 5354 20 5455 20 5556 20 5657 19 5758 17 5859 15 5960 14 6061 13 6162 12 6263 12 6364 11 6465 11 6566 11 6667 10 6768 10 6869 9 6970 9 7071 8 7172 7 7273 7 7374 6 7475 6 7576 6 7677 6 7778 5 7879 5 7980 5 8081 5 8182 5 8283 5 8384 5 8485 5 8586 5 8687 5 8788 5 8889 5 8990 5 9091 5 9192 5 9293 5 9394 5 9495 5 9596 6 9697 5 9798 5 9899 5 10000 5 10101 5
dd7f250e5a,1 4405 4436 4 4445 51 4546 49 4647 36 4684 9 4748 30 4849 26 4950 23 5051 20 5152 17 5253 13 5354 9 5455 1
dd7f87e316,14 88 115 88 217 87 318 87 419 87 521 86 622 86 723 86 825 85 926 85 1027 85 1129 84 1230 84 1331 84 1433 83 1534 83 1635 83 1736 83 1838 82 1940 81 2042 80 2145 78 2247 77 2350 75 2452 74 2554 73 2656 72 2758 71 2860 70 2962 69 3064 68 3166 67 3268 66 3369 66 3471 65 3572 65 3673 65 3774 65 3875 65 3976 65 4076 66 4177 66 4278 66 4379 66 4481 65 4583 64 4685 63 4787 62 4890 60 4992 59 5094 58 5196 57 5298 56 5401 54 5503 53 5606 51 5708 50 5811 48 5914 46 6016 45 6117 45 6218 45 6319 45 6419 46 6518 48 6618 49 6717 51 6816 53 6916 54 7017 54 7118 54 7219 54 7321 53 7423 52 7525 51 7627 50 7730 48 7833 46 7935 45 8036 45 8139 43 8241 42 8342 42 8444 41 8547 39 8649 38 8751 37 8853 36 8955 35 9058 33 9160 32 9264 29 9369 25 9473 22 9576 20 9680 17 9783 15 9887 12 9991 9 10094 7 10197 5
dd80b7cd67,33 69 133 70 232 72 326 79 424 82 522 85 620 88 716 93 810 9392
